1,2,01,1,MALWA MIL,CHANDAN NAGAR,20,
311,2,01,1,NARIEL KHED,LNCT,37,
102,2,01,1,CHIRAYU HOS,AAKRITIY EC,51,
103,2,01,1,GANDHI N,VARDHAMAN,52,
201,2,01,1,TUMDA JOAD,BAIRAGARH C,68,
