22,2,1,1,SAGAR,UDUPI,67,
4,2,1,1,SHIMOGGA,VARDAHALLI,15,
67,2,1,1,SAGAR,SRINGERI,73,
16,2,1,1,HAVERI,SAGAR,44,
10,2,1,1,HOSANAGARA,HONNALLI,47,
19,2,1,1,SIDDAPURA,UDUPI,48,
12,2,1,1,KUNDURU,SAGARA,18,
14,2,1,1,SAGAR,SAGAR,21,
15,2,1,1,SAGAR,SORAB,17,
21,2,1,1,SAGAR,UKKADAGATHR,48,
26,2,1,1,JOG,SHIVAMOGGA,45,
27,2,1,1,SAGAR,BYNDOOR,61,
28,2,1,1,SHIVAMOGGA,SAGAR,54,
